18.2	   12.95     4.08      39.22     0.25     -48.06     2.46    1019.61     7.56    1134.36     3.42     630.00     2191
18.8	   27.31    12.06      68.23     1.58     -83.13     1.47     911.31     9.72     496.43     2.22     630.00     1939
19.4	  -24.43    18.89      40.41     2.11     -72.56     6.12     842.22    19.84     333.77     3.36     630.00     1938
19.9	   57.07     3.50     178.60    18.45    -137.13    18.42        nan      nan     333.08     1.53     630.00     1938
20.4	  -19.87    12.16      72.10     6.53     -23.27     3.24     875.95     7.19     585.06     1.79     630.00     1938
21.0	    9.07     5.68     104.71     0.10      -7.58     2.25     964.30     6.47        nan      nan     630.00     1938
21.5	   15.38     1.14      71.10     6.37      -3.98     4.22     842.17     4.83     938.88     2.14     630.00     1938
22.0	  -33.46     0.09     -16.50     3.97      26.47     2.85     794.01     4.11     888.89     1.72     630.00     1939
22.6	   -0.25     4.32     109.02     0.19     -13.00     3.31     825.22     4.12    1264.54     2.43     630.00     1937
23.1	  -16.35     0.32      90.66     5.71     -22.57     0.04     760.82     4.38    1102.18     2.36     630.00     1939
23.7	  -12.43     2.81      73.45     1.53     -14.51     3.03     894.52     6.01    1242.23     3.56     630.00     1939
24.2	    7.59     4.35      92.06     0.15     -27.34     2.08     883.60     5.41    1247.52     3.25     630.00     1938
24.7	   11.77     3.20      90.06     2.23     -16.20     0.75     813.32     5.07    1063.12     2.39     630.00     1939
25.3	    0.55     7.43       8.47     0.18     -12.97     0.94     826.06     7.43     618.09     2.31     630.00     1938
25.8	  -41.34     6.64     -32.36     5.23      29.15     3.63     830.28    10.40     408.44     1.99     630.00     1938
26.4	  -11.19     4.91      20.71    14.33       9.70     2.64     722.25    12.59     348.66     2.07     630.00     1938
26.9	 -101.19    20.35    -120.47    11.02      34.61     8.20     534.79    10.49        nan      nan     630.00     1938
27.4	  -19.82    12.04      63.85     3.62     -22.53     0.43     754.70    17.15     330.10     2.82     630.00     1939
28.0	   -6.20    10.82      55.54     0.76     -37.51     1.44     763.43    12.80     524.67     3.22     630.00     1938
28.5	  -19.84     6.84     -45.07    10.50      -0.98     2.69     716.02     8.88     442.68     2.07     630.00     1939
29.0	    7.58    15.67      -6.31     6.68      -9.87     7.20     682.52    12.56     258.49     1.74     630.00     1938
29.6	  240.63   422.80     -92.77   417.64     244.26   418.48     846.10    15.52     559.14     4.24     630.00      621
