18.3	   -0.81    13.15       5.64     7.93     -16.35     0.02     839.55     9.08     779.87     3.28     630.00     2188
18.9	  -39.64    54.19      -6.09    28.41     -68.43    11.41     551.11    29.77      97.93     1.59     630.00     1938
19.4	 -215.64    93.92    -228.44    10.64      65.16    76.68        nan      nan      64.28     1.27     630.00     1938
20.0	 -679.67    17.08    -768.08   247.11      60.20    94.45        nan      nan      27.54     2.02     630.00     1938
20.5	  202.61   2433.18     450.32   2558.81    -388.43   530.71        nan      nan      18.72     0.78     630.00     1938
21.0	  -76.67   526.39     -46.72   521.23     354.65   148.45        nan      nan      17.09     0.65     630.00     1938
21.6	  585.12   1104.99     773.40   1495.70      63.84    46.58        nan      nan        nan      nan     630.00     1938
22.1	  -72.81   140.19     -60.65    55.40      92.23     5.82     412.82   139.27      33.76     2.01     630.00     1939
22.6	 -196.59   133.70    -199.80   106.54      95.83    57.70     504.08    86.28      48.31     2.27     630.00     1939
23.2	  -32.36   114.84      32.16    30.43      74.65    52.33     489.00    67.59      63.44     1.76     630.00     1936
23.7	   37.86    39.54      35.84     0.18     -41.25     2.24     733.47    54.95     109.12     3.04     630.00     1938
24.3	   58.70    17.16      30.88    61.53     -37.57    15.69     530.33    30.49     158.46     2.71     630.00     1938
24.8	    9.31    24.37     -34.73     3.80     -13.73     2.66     832.27    27.75        nan      nan     630.00     1938
25.3	   -5.91    30.29     -45.33    15.82      58.28     1.68     714.65    20.58        nan      nan     630.00     1938
25.9	  -19.50    12.88     -43.32    13.07      12.03     7.59     625.75    18.32     197.33     1.79     630.00     1938
26.4	   24.97     7.53     -11.25    21.64      16.75     1.81     781.39    27.18     252.50     3.37     630.00     1938
27.0	   50.14    11.39      -8.25     1.18      12.49     1.78     708.78    19.45     278.98     2.69     630.00     1938
27.5	   59.02     9.33      -0.10     9.03     -33.35     4.40     705.98    17.12     292.84     2.60     630.00     1937
28.0	   13.43    17.93     -18.60     5.62     -16.24     1.61     663.04    16.21     290.39     2.50     630.00     1938
28.6	   36.17    16.44      44.96     6.32     -13.90     5.72     640.73    22.57     259.19     3.08     630.00     1938
29.1	  -36.03    20.21     -27.47     5.95      44.74     3.39     598.74    20.91     229.64     2.60     630.00     1938
29.6	 1805.25   930.99   -1178.63   376.93    1854.92   950.43     685.29    32.38     635.07    11.21     630.00      620
