18.2	   -8.83     0.03     -30.47     0.96     -50.39     0.51     919.95     2.67    1891.22     2.43     630.00     2187
18.8	   41.69     3.60      78.96     0.82    -120.71     1.07     963.45     3.88     976.77     1.97     630.00     1950
19.3	   26.54     2.44      68.91     1.44    -117.95     0.29     769.31     3.23     789.66     1.14     630.00     1949
19.9	   47.14     4.36     113.94     1.14     -90.89     0.48     859.97     6.20    1025.13     2.87     630.00     1948
20.4	   13.80     5.02      81.14     0.45     -71.48     1.62     809.09     4.77    1363.79     2.70     630.00     1955
21.0	   17.62    11.04     104.28     7.32     -59.40     3.02     806.06     6.55    1185.59     3.55     630.00     1945
21.5	   14.36    12.19      97.90    10.83     -28.31    10.35     840.28     7.98    1344.10     4.94     630.00     1938
22.1	  -11.73     4.66      29.08     5.26       4.28     3.02     817.24    10.77    1141.70     5.87     630.00     1939
22.6	   23.18     8.49     103.19     0.92     -19.44     3.85     796.80     9.73    1224.94     5.72     630.00     1939
23.1	   18.72     6.18     115.09     1.14     -20.05     4.14     794.48     9.61    1213.94     5.65     630.00     1939
23.7	   -2.58    11.89      71.81     2.48      10.16     0.82     760.61    11.68    1096.84     6.36     630.00     1940
24.2	  -17.30    32.13      47.72    23.93     -15.20     2.75     774.79    15.56     859.10     6.65     630.00     1940
24.7	   18.15    41.35      33.59     1.87     -58.63     3.73     609.05    40.80     344.45     8.02     630.00     1939
25.3	   32.90    45.21      74.91    23.24     -22.60     6.53     480.57    59.21     190.68     7.02     630.00     1939
25.8	  177.07    44.39     209.58    42.44      38.47    28.09     466.17    82.41     113.37     5.52     630.00     1939
26.4	  -56.16    41.40    -106.17    43.63      29.33    17.72     443.96    78.51     113.69     5.27     630.00     1940
26.9	  -32.27    39.97      16.56    55.99     101.12     0.37     394.17    82.27     107.44     5.16     630.00     1940
27.4	   11.70    46.92      60.85    25.29     102.52     8.16     394.60    78.46      90.61     4.24     630.00     1939
28.0	   66.88    69.94     156.12    23.03     -99.02    31.29     412.06    87.41      90.20     4.86     630.00     1939
28.5	  257.21    33.23     388.73    96.25    -100.52    17.81     400.54    94.88      64.51     3.47     630.00     1938
29.1	  -11.83    80.78     -10.71    53.90     -74.55    41.70     594.36    39.00     119.00     3.12     630.00     1938
29.6	    5.93    81.07      23.26   449.01      -1.65    43.87     694.49    33.92     620.47    11.12     630.00      430
