times,winds,temps,intensity,angle1,angle2
18.4818,1.39,863.0,991.8,102.5,0.0
19.0199,5.3,813.24,282.95,102.5,0.0
19.5581,-13.86,742.33,138.14,102.5,0.0
20.0963,-20.13,670.91,134.94,102.5,0.0
20.6346,-38.71,902.26,115.82,102.5,0.0
21.1728,-20.24,747.79,168.04,102.5,0.0
21.7111,-34.26,579.39,174.97,102.5,0.0
22.2495,-15.99,683.72,206.25,102.5,0.0
22.7877,-21.22,666.04,264.32,102.5,0.0
23.326,-7.38,731.64,455.73,102.5,0.0
23.8642,-9.6,726.98,708.5,102.5,0.0
24.4024,0.97,718.71,1014.35,102.5,0.0
24.9406,8.67,759.89,1062.47,102.5,0.0
25.4788,9.3,729.34,651.75,102.5,0.0
26.0171,-0.0,737.95,414.79,102.5,0.0
26.5554,20.6,612.29,265.05,102.5,0.0
27.0938,0.96,335.45,82.82,102.5,0.0
27.632,144.87,238.35,24.68,102.5,0.0
28.1704,30.57,407.39,27.53,102.5,0.0
28.7087,132.66,1100.45,16.21,102.5,0.0
29.247,-30.38,603.74,84.86,102.5,0.0
18.3763,55.25,907.93,1935.3,12.7,-50.2
18.8618,66.9,920.92,727.38,12.7,-50.2
19.3999,52.17,841.83,473.31,12.7,-50.2
19.9382,32.39,750.52,472.13,12.7,-50.2
20.4764,9.2,629.59,402.37,12.7,-50.2
21.0146,-3.14,836.33,500.02,12.7,-50.2
21.5528,12.59,725.59,503.07,12.7,-50.2
22.0912,-19.9,736.31,531.84,12.7,-50.2
22.6296,1.98,757.48,565.94,12.7,-50.2
23.1677,2.86,1038.91,746.03,12.7,-50.2
23.706,-25.6,822.2,992.12,12.7,-50.2
24.2442,-9.12,870.99,1201.85,12.7,-50.2
24.7824,19.99,,,12.7,-50.2
25.3207,2.15,797.52,917.09,12.7,-50.2
25.8589,70.26,932.78,699.93,12.7,-50.2
26.3972,9.37,703.8,520.37,12.7,-50.2
26.9355,-10.05,650.05,203.43,12.7,-50.2
27.4738,19.21,435.34,49.57,12.7,-50.2
28.0121,-14.69,428.23,50.59,12.7,-50.2
28.5505,-97.63,372.43,22.95,12.7,-50.2
29.0888,-23.37,730.67,76.37,12.7,-50.2
29.6271,20.48,787.44,723.97,12.7,-50.2
18.4292,35.59,945.8,1026.58,102.5,50.2
18.9674,42.69,805.8,335.6,102.5,50.2
19.5056,34.99,582.63,170.89,102.5,50.2
20.0437,45.7,582.74,156.93,102.5,50.2
20.582,50.87,775.57,114.46,102.5,50.2
21.1205,56.82,699.74,180.4,102.5,50.2
21.6586,31.29,567.69,167.85,102.5,50.2
22.1969,74.63,615.17,248.96,102.5,50.2
22.7352,78.32,665.87,335.69,102.5,50.2
23.2735,96.8,664.25,491.78,102.5,50.2
23.8117,75.32,709.61,,102.5,50.2
24.3499,68.05,729.17,995.06,102.5,50.2
24.8881,71.18,825.58,,102.5,50.2
25.4263,75.72,726.29,728.17,102.5,50.2
25.9646,60.75,889.33,611.34,102.5,50.2
26.5029,72.89,669.85,353.02,102.5,50.2
27.0412,52.46,368.64,104.07,102.5,50.2
27.5795,32.27,351.27,39.47,102.5,50.2
28.1179,73.58,424.66,40.86,102.5,50.2
28.6562,-9.58,267.58,22.2,102.5,50.2
29.1945,-8.86,624.64,174.15,102.5,50.2
29.7328,15.87,746.63,1099.43,102.5,50.2
18.5345,22.0,889.13,1432.22,45.0,-45.0
19.0726,1.68,898.97,487.8,45.0,-45.0
19.6108,-4.23,770.27,282.66,45.0,-45.0
20.149,-25.64,663.59,357.05,45.0,-45.0
20.6873,-43.45,674.13,393.35,45.0,-45.0
21.2255,-45.86,752.98,360.06,45.0,-45.0
21.7638,-48.43,704.81,401.32,45.0,-45.0
22.3022,-53.3,715.05,424.22,45.0,-45.0
22.8404,-44.81,658.26,520.26,45.0,-45.0
23.3787,-58.1,841.23,745.13,45.0,-45.0
23.9169,-59.2,792.53,1082.31,45.0,-45.0
24.4552,-48.64,806.91,1193.01,45.0,-45.0
24.9933,-23.81,933.07,,45.0,-45.0
25.5315,-33.72,856.29,765.63,45.0,-45.0
26.0698,-64.19,896.9,,45.0,-45.0
26.6081,-18.27,723.6,369.59,45.0,-45.0
27.1465,-46.78,385.6,90.62,45.0,-45.0
27.6847,103.97,296.14,39.26,45.0,-45.0
28.2231,-6.47,317.61,33.6,45.0,-45.0
28.7614,5.93,473.45,18.3,45.0,-45.0
29.2997,9.04,671.64,118.88,45.0,-45.0
18.587,-30.44,907.24,1475.55,89.9,-45.0
19.1251,-50.84,738.83,334.65,89.9,-45.0
19.6636,-96.06,574.87,171.16,89.9,-45.0
20.2015,-95.87,526.88,172.38,89.9,-45.0
20.7398,112.36,982.08,258.36,89.9,-45.0
21.2782,-98.38,718.07,261.75,89.9,-45.0
21.8163,-90.22,640.04,285.29,89.9,-45.0
22.3547,101.95,728.68,330.19,89.9,-45.0
22.893,-92.5,1208.85,477.62,89.9,-45.0
23.4312,115.5,928.54,713.3,89.9,-45.0
23.9696,-99.22,948.04,522.9,89.9,-45.0
24.5077,-81.83,849.14,,89.9,-45.0
25.5841,-50.43,849.04,,89.9,-45.0
26.1224,-81.34,386.34,319.78,89.9,-45.0
26.6607,-34.0,637.79,278.41,89.9,-45.0
27.199,-80.38,360.23,72.49,89.9,-45.0
27.7374,133.93,330.11,34.83,89.9,-45.0
28.2756,-23.32,334.92,20.51,89.9,-45.0
28.814,14.99,627.03,21.48,89.9,-45.0
29.3523,-23.95,925.57,178.68,89.9,-45.0
18.6395,-86.58,1088.4,1142.55,134.9,-45.0
18.6918,-81.3,1105.99,1013.64,134.9,-45.0
18.744,-86.36,1246.27,797.08,134.9,-45.0
18.7962,-72.56,863.63,692.56,134.9,-45.0
19.1777,-69.41,699.53,243.13,134.9,-45.0
19.2299,-89.02,722.26,222.76,134.9,-45.0
19.2821,109.66,631.23,197.87,134.9,-45.0
