times,winds,temps,intensity,angle1,angle2
18.4338,28.55,946.1,1656.04,102.5,0.0
18.9762,27.65,892.37,810.57,102.5,0.0
19.5179,22.33,781.74,621.47,102.5,0.0
20.059,34.04,824.28,822.04,102.5,0.0
20.6008,21.15,903.93,973.65,102.5,0.0
21.1439,20.07,809.37,988.77,102.5,0.0
21.6824,27.48,818.96,1132.42,102.5,0.0
22.2211,20.94,831.29,1143.96,102.5,0.0
22.7596,18.66,802.97,989.37,102.5,0.0
23.2982,23.29,773.31,924.32,102.5,0.0
23.8368,17.7,729.88,903.37,102.5,0.0
24.3755,-10.6,517.82,562.79,102.5,0.0
24.9143,-24.63,537.78,398.58,102.5,0.0
25.453,17.47,560.95,233.98,102.5,0.0
25.9918,109.78,508.99,122.35,102.5,0.0
26.5304,-38.88,572.22,136.17,102.5,0.0
27.0693,18.65,376.67,128.38,102.5,0.0
27.608,48.39,495.79,100.49,102.5,0.0
28.1464,-35.4,303.85,104.65,102.5,0.0
28.685,131.69,821.85,91.53,102.5,0.0
29.2234,-67.07,367.12,90.26,102.5,0.0
18.3276,100.06,915.2,3086.06,12.7,-50.2
18.817,108.61,924.84,1762.99,12.7,-50.2
19.3587,82.57,730.45,1377.76,12.7,-50.2
19.9001,79.71,856.67,1577.65,12.7,-50.2
20.4416,50.06,769.82,1651.53,12.7,-50.2
20.9849,36.98,824.27,1536.49,12.7,-50.2
21.5241,34.57,893.22,1506.73,12.7,-50.2
22.0627,18.86,836.72,1345.08,12.7,-50.2
22.6012,5.31,760.9,1081.45,12.7,-50.2
23.1398,17.16,763.59,1188.78,12.7,-50.2
23.6785,8.69,751.35,1127.86,12.7,-50.2
24.2172,10.3,786.98,914.92,12.7,-50.2
24.7559,7.04,681.55,528.35,12.7,-50.2
25.2947,-19.23,442.84,221.11,12.7,-50.2
25.8335,-83.81,495.66,116.79,12.7,-50.2
26.372,-7.26,546.15,129.72,12.7,-50.2
26.9108,13.8,407.67,122.49,12.7,-50.2
27.4497,-28.9,576.54,103.73,12.7,-50.2
27.9881,-54.44,415.5,95.21,12.7,-50.2
28.5266,27.12,295.83,76.04,12.7,-50.2
29.0651,-29.62,279.57,57.84,12.7,-50.2
29.6036,0.77,705.19,545.11,12.7,-50.2
18.3807,75.41,999.14,1825.99,102.5,50.2
18.9231,95.18,856.36,935.39,102.5,50.2
19.4653,91.7,904.36,748.57,102.5,50.2
20.0062,123.15,804.13,844.92,102.5,50.2
20.5479,108.34,783.35,1017.01,102.5,50.2
21.0911,106.94,654.53,931.98,102.5,50.2
21.6298,100.71,301.31,606.91,102.5,50.2
22.1685,64.75,617.86,805.42,102.5,50.2
22.707,90.85,728.82,880.95,102.5,50.2
23.2456,103.36,619.48,781.0,102.5,50.2
23.7843,99.26,734.52,890.54,102.5,50.2
24.323,66.61,728.74,666.46,102.5,50.2
24.8617,0.71,723.96,372.15,102.5,50.2
25.4005,-11.05,464.95,196.34,102.5,50.2
25.9393,-74.82,532.5,94.27,102.5,50.2
26.4778,-23.0,403.26,98.91,102.5,50.2
27.0166,-89.54,454.95,82.03,102.5,50.2
27.5554,15.57,303.62,94.2,102.5,50.2
28.0938,-68.39,531.79,64.68,102.5,50.2
28.6324,215.29,479.8,56.64,102.5,50.2
29.1708,17.89,307.49,49.72,102.5,50.2
18.4871,47.07,839.06,2318.84,44.9,-45.0
19.0293,47.04,1079.68,1435.66,44.9,-45.0
19.5709,42.98,834.63,1286.86,44.9,-45.0
20.1123,23.92,898.79,1454.58,44.9,-45.0
20.6541,-1.24,919.19,1564.1,44.9,-45.0
21.1967,-12.33,896.67,1419.07,44.9,-45.0
21.7351,-26.45,862.82,1593.38,44.9,-45.0
22.2738,-16.64,831.89,1158.05,44.9,-45.0
22.8123,-28.94,797.68,1170.45,44.9,-45.0
23.3509,-37.02,792.6,1316.21,44.9,-45.0
23.8896,-36.45,762.0,1089.55,44.9,-45.0
24.4284,-27.3,814.85,912.21,44.9,-45.0
24.9671,19.29,668.32,388.8,44.9,-45.0
25.5058,-4.89,442.06,165.27,44.9,-45.0
26.0445,22.35,315.89,99.18,44.9,-45.0
26.5832,16.52,412.44,108.0,44.9,-45.0
27.1222,-52.03,442.59,112.94,44.9,-45.0
27.6607,-94.5,482.65,79.82,44.9,-45.0
28.1991,21.71,675.05,83.28,44.9,-45.0
28.7377,-18.96,447.09,59.88,44.9,-45.0
29.2761,25.89,369.02,102.91,44.9,-45.0
18.54,0.05,858.0,2267.31,90.0,-45.0
19.0821,-19.87,903.58,1088.67,90.0,-45.0
19.6237,-33.72,725.18,912.67,90.0,-45.0
20.1651,-46.31,950.13,1157.34,90.0,-45.0
20.7067,-39.3,872.64,1186.84,90.0,-45.0
21.2493,-59.49,877.47,1288.02,90.0,-45.0
21.7877,-56.52,811.6,1439.18,90.0,-45.0
22.3264,-37.01,798.48,1057.37,90.0,-45.0
22.8649,-52.57,797.77,1296.48,90.0,-45.0
23.4035,-64.13,793.18,1360.73,90.0,-45.0
23.9423,-57.82,769.09,1208.53,90.0,-45.0
24.4809,-48.81,816.91,1020.7,90.0,-45.0
25.0197,-13.95,559.38,335.64,90.0,-45.0
25.5584,-34.18,529.25,181.56,90.0,-45.0
26.0971,-63.58,430.03,111.85,90.0,-45.0
26.6357,20.26,441.41,120.29,90.0,-45.0
27.1746,-52.91,703.48,97.7,90.0,-45.0
27.7132,-2.81,362.0,86.39,90.0,-45.0
28.2517,-97.82,663.66,119.74,90.0,-45.0
28.7902,-29.88,330.9,56.8,90.0,-45.0
29.3286,1.18,458.5,135.95,90.0,-45.0
18.5931,-27.28,973.41,1867.36,134.9,-45.0
18.6459,-49.17,966.47,1644.87,134.9,-45.0
18.6987,-61.78,1120.57,1575.24,134.9,-45.0
18.751,-86.97,967.85,1390.49,134.9,-45.0
19.135,-65.09,969.65,833.42,134.9,-45.0
19.1875,-64.75,981.18,714.46,134.9,-45.0
19.2401,-47.21,902.23,654.05,134.9,-45.0
19.2926,-50.24,980.38,765.54,134.9,-45.0
19.6768,-68.09,644.18,506.41,134.9,-45.0
19.7292,-71.53,769.53,650.45,134.9,-45.0
19.7817,-48.3,881.94,594.35,134.9,-45.0
19.8341,-66.66,751.44,621.8,134.9,-45.0
20.2179,-64.43,882.35,862.78,134.9,-45.0
20.2702,-62.18,746.92,797.98,134.9,-45.0
20.3229,-64.37,912.91,852.37,134.9,-45.0
20.3752,-67.07,899.38,868.88,134.9,-45.0
20.7593,-73.61,804.96,866.24,134.9,-45.0
20.8118,-71.16,882.03,975.56,134.9,-45.0
20.8644,-63.89,903.85,983.32,134.9,-45.0
20.9173,-73.95,902.89,1039.21,134.9,-45.0
21.3018,-69.42,836.39,1132.34,134.9,-45.0
21.3541,-71.52,879.22,1105.66,134.9,-45.0
21.4063,-62.26,855.07,1115.81,134.9,-45.0
21.4586,-66.29,725.51,1118.91,134.9,-45.0
21.8403,-55.47,833.05,1396.68,134.9,-45.0
21.8926,-55.24,876.13,1351.37,134.9,-45.0
21.9448,-48.58,872.88,1313.36,134.9,-45.0
21.997,-40.94,816.78,1241.04,134.9,-45.0
22.3789,-20.56,847.05,1038.37,134.9,-45.0
22.4312,-31.96,800.72,1061.72,134.9,-45.0
22.4834,-40.51,803.8,1107.28,134.9,-45.0
22.5357,-37.73,805.79,1176.88,134.9,-45.0
22.9175,-45.69,798.97,1246.47,134.9,-45.0
22.9698,-44.42,787.0,1250.07,134.9,-45.0
23.022,-44.7,825.95,1376.27,134.9,-45.0
23.0742,-40.14,778.23,1230.1,134.9,-45.0
23.4561,-56.8,804.45,1284.22,134.9,-45.0
23.5083,-58.91,807.44,1213.86,134.9,-45.0
23.5608,-47.6,807.7,1296.04,134.9,-45.0
23.6128,-48.35,839.06,1298.66,134.9,-45.0
23.9948,-27.61,750.16,1135.9,134.9,-45.0
24.0471,-33.69,741.22,1074.47,134.9,-45.0
24.0994,-39.28,802.23,1165.59,134.9,-45.0
24.1516,-36.06,775.79,1105.68,134.9,-45.0
24.5335,-30.78,770.1,913.94,134.9,-45.0
24.5858,-34.96,763.95,858.99,134.9,-45.0
24.638,-18.23,728.59,760.61,134.9,-45.0
24.6902,-18.93,764.65,677.58,134.9,-45.0
25.0725,-4.17,641.37,345.19,134.9,-45.0
25.1245,6.27,536.12,287.18,134.9,-45.0
25.1767,-1.29,482.23,281.32,134.9,-45.0
25.229,50.16,563.2,226.31,134.9,-45.0
25.611,-32.14,724.38,186.65,134.9,-45.0
25.6632,-69.42,532.04,189.96,134.9,-45.0
25.7155,17.27,589.59,166.47,134.9,-45.0
25.7678,-60.0,296.55,158.57,134.9,-45.0
26.1496,29.91,464.89,108.17,134.9,-45.0
26.2019,-0.08,439.16,107.46,134.9,-45.0
26.2542,-21.59,300.72,119.57,134.9,-45.0
26.3065,-17.22,583.37,121.43,134.9,-45.0
26.6883,19.45,324.86,110.97,134.9,-45.0
26.7406,66.22,530.87,110.23,134.9,-45.0
26.7929,36.3,449.7,105.85,134.9,-45.0
26.8452,-24.8,436.74,114.05,134.9,-45.0
27.2272,-6.93,548.3,128.61,134.9,-45.0
27.2795,-7.04,305.46,105.6,134.9,-45.0
27.3318,-73.66,235.0,100.55,134.9,-45.0
27.384,-20.49,399.88,116.27,134.9,-45.0
27.7658,-29.42,615.51,75.8,134.9,-45.0
27.818,17.27,278.08,88.73,134.9,-45.0
27.8703,11.29,633.49,110.29,134.9,-45.0
27.9225,25.13,380.92,100.5,134.9,-45.0
28.3042,-30.18,650.71,89.16,134.9,-45.0
28.3565,-96.84,398.15,98.66,134.9,-45.0
28.4087,98.53,361.89,91.69,134.9,-45.0
28.461,-25.51,440.38,88.44,134.9,-45.0
28.843,-87.6,608.37,60.78,134.9,-45.0
28.8951,-47.09,311.1,64.5,134.9,-45.0
28.9473,-41.06,482.39,75.79,134.9,-45.0
28.9996,24.77,240.24,55.28,134.9,-45.0
29.3812,16.41,526.37,160.86,134.9,-45.0
29.4334,-33.04,583.89,227.64,134.9,-45.0
29.4857,-12.82,751.94,320.45,134.9,-45.0
29.5379,10.55,700.76,410.23,134.9,-45.0
18.8705,101.55,1041.1,1202.48,147.4,39.9
19.4122,113.24,728.94,959.72,147.4,39.9
19.9533,102.86,881.05,1157.25,147.4,39.9
20.4949,82.13,846.78,1208.53,147.4,39.9
21.0385,86.88,834.59,1299.77,147.4,39.9
21.5773,90.26,777.99,1158.23,147.4,39.9
22.1159,76.49,793.84,1156.8,147.4,39.9
22.6544,49.15,706.84,908.41,147.4,39.9
23.193,71.57,664.16,887.96,147.4,39.9
23.7317,77.02,675.21,878.81,147.4,39.9
24.2704,56.05,696.34,710.16,147.4,39.9
24.8091,5.66,595.05,430.65,147.4,39.9
25.3479,1.08,435.34,226.92,147.4,39.9
25.8869,-22.68,680.48,166.39,147.4,39.9
26.4252,-18.04,589.24,121.89,147.4,39.9
26.964,10.98,463.9,120.08,147.4,39.9
27.5028,-16.57,333.06,90.21,147.4,39.9
28.0412,-7.24,386.02,92.52,147.4,39.9
28.5798,9.2,558.46,91.34,147.4,39.9
29.1183,-54.71,596.93,71.82,147.4,39.9
29.6568,4.56,683.93,776.92,147.4,39.9
