times,winds,temps,intensity,angle1,angle2
18.4714,-18.83,1130.45,1373.01,102.5,-0.0
19.0082,-0.21,1009.62,467.75,102.5,-0.0
19.5423,-17.94,898.15,342.31,102.5,-0.0
20.0764,-19.18,857.51,348.63,102.5,-0.0
20.6104,-19.31,926.59,517.95,102.5,-0.0
21.1445,-7.07,858.14,704.47,102.5,-0.0
21.6785,-0.86,1052.61,1234.18,102.5,-0.0
22.2127,-0.73,851.88,1348.12,102.5,-0.0
22.7465,0.48,975.52,1326.8,102.5,-0.0
23.2809,9.99,842.9,1154.91,102.5,-0.0
23.8149,-8.97,851.26,917.38,102.5,-0.0
24.349,8.1,942.61,848.99,102.5,-0.0
24.883,-7.09,836.77,654.02,102.5,-0.0
25.417,-1.34,862.24,469.78,102.5,-0.0
25.9511,-0.44,904.89,382.72,102.5,-0.0
26.4851,2.36,847.29,428.9,102.5,-0.0
27.0194,-25.65,674.46,211.33,102.5,-0.0
27.5533,-42.1,707.3,161.74,102.5,-0.0
28.0874,-15.93,238.14,69.02,102.5,-0.0
28.6214,51.02,242.0,24.7,102.5,-0.0
29.1554,110.36,405.89,65.53,102.5,-0.0
29.6894,-8.25,854.65,1264.67,102.5,-0.0
18.3662,13.68,1011.75,1942.9,12.7,-50.2
18.8512,47.91,924.04,825.42,12.7,-50.2
19.3852,46.57,891.47,732.92,12.7,-50.2
19.9193,37.5,892.42,802.63,12.7,-50.2
20.4533,3.15,999.01,999.06,12.7,-50.2
20.9874,2.51,898.36,1344.6,12.7,-50.2
21.5214,4.39,1006.1,1873.66,12.7,-50.2
22.0554,17.28,907.99,1875.69,12.7,-50.2
22.5894,25.98,975.98,1929.89,12.7,-50.2
23.1237,18.53,975.37,1791.85,12.7,-50.2
23.6578,4.63,822.76,1228.01,12.7,-50.2
24.1919,3.47,818.59,928.68,12.7,-50.2
24.7259,2.24,851.87,693.98,12.7,-50.2
25.2599,-14.69,889.03,606.41,12.7,-50.2
25.794,-12.21,847.84,424.92,12.7,-50.2
26.328,-9.23,782.75,483.68,12.7,-50.2
26.8621,-14.17,690.37,199.47,12.7,-50.2
27.3962,-32.38,675.72,179.81,12.7,-50.2
27.9302,-14.22,450.62,70.7,12.7,-50.2
28.4643,28.47,400.57,51.44,12.7,-50.2
28.9983,54.83,264.27,32.56,12.7,-50.2
29.5323,-7.14,761.37,501.05,12.7,-50.2
18.4189,17.18,1011.24,1154.07,102.5,50.2
18.9561,74.93,888.58,439.59,102.5,50.2
19.4902,80.98,839.92,294.64,102.5,50.2
20.0242,77.92,895.75,265.98,102.5,50.2
20.5582,70.06,969.64,392.08,102.5,50.2
21.0923,71.23,907.66,735.94,102.5,50.2
21.6263,91.94,873.03,1118.75,102.5,50.2
22.1604,91.97,852.56,1336.01,102.5,50.2
22.6944,93.92,929.68,1480.22,102.5,50.2
23.2287,93.16,865.24,1412.17,102.5,50.2
23.7628,85.28,832.86,1059.89,102.5,50.2
24.2968,83.13,822.29,772.7,102.5,50.2
24.8311,69.58,914.48,672.3,102.5,50.2
25.3649,66.36,892.6,482.95,102.5,50.2
25.8989,26.37,814.53,376.98,102.5,50.2
26.433,53.97,835.57,386.01,102.5,50.2
26.967,10.44,749.56,183.29,102.5,50.2
27.5014,6.0,746.39,159.3,102.5,50.2
28.0352,49.46,395.01,63.52,102.5,50.2
28.5692,87.2,307.52,24.64,102.5,50.2
29.1032,-49.01,578.12,66.29,102.5,50.2
29.6373,-2.01,813.76,927.63,102.5,50.2
18.5241,-8.11,1128.13,1725.85,44.9,-45.0
19.0605,1.64,937.75,685.26,44.9,-45.0
19.5946,-19.87,887.77,597.39,44.9,-45.0
20.1287,-37.67,971.95,675.69,44.9,-45.0
20.6627,-38.92,885.35,973.56,44.9,-45.0
21.1968,-45.31,885.71,1287.74,44.9,-45.0
21.7308,-40.71,970.44,1903.36,44.9,-45.0
22.2648,-35.83,930.59,1989.93,44.9,-45.0
22.7989,-29.15,860.81,1715.44,44.9,-45.0
23.3332,-32.85,841.27,1579.5,44.9,-45.0
23.8674,-24.03,835.27,1169.53,44.9,-45.0
24.4013,-29.45,993.29,1096.97,44.9,-45.0
24.9353,-35.81,815.37,651.63,44.9,-45.0
25.4693,-39.42,911.76,538.71,44.9,-45.0
26.0034,-33.64,842.35,422.01,44.9,-45.0
26.5375,-4.4,698.47,292.89,44.9,-45.0
27.0715,-12.05,768.35,205.6,44.9,-45.0
27.6056,-17.27,752.05,157.96,44.9,-45.0
28.1397,49.33,478.0,71.66,44.9,-45.0
28.6737,95.1,239.1,24.17,44.9,-45.0
29.2077,-58.94,406.16,79.89,44.9,-45.0
18.5766,-59.31,1033.23,1762.09,89.9,-45.0
19.1127,-72.65,914.44,552.06,89.9,-45.0
19.6468,-89.2,868.02,408.51,89.9,-45.0
20.1809,-90.13,877.29,462.12,89.9,-45.0
20.7149,-86.67,904.86,604.81,89.9,-45.0
21.2489,-85.17,896.33,1001.9,89.9,-45.0
21.783,-79.52,1044.52,1838.53,89.9,-45.0
22.317,-77.66,899.63,1853.38,89.9,-45.0
22.851,-82.24,872.01,1564.09,89.9,-45.0
23.3854,-75.46,861.45,1555.97,89.9,-45.0
23.9194,-49.78,879.24,1303.32,89.9,-45.0
24.4534,-53.49,882.8,1136.44,89.9,-45.0
24.9875,-61.99,923.31,938.84,89.9,-45.0
25.5215,-47.7,934.64,564.05,89.9,-45.0
26.0558,-50.28,822.37,421.7,89.9,-45.0
26.5896,-10.57,857.22,300.27,89.9,-45.0
27.1237,-17.45,739.67,168.23,89.9,-45.0
27.6578,-35.48,785.29,164.93,89.9,-45.0
28.1918,101.67,375.82,69.28,89.9,-45.0
28.7259,130.24,277.47,26.35,89.9,-45.0
29.2598,-69.67,479.15,101.0,89.9,-45.0
18.6291,-89.05,1020.26,1422.53,134.9,-45.0
18.6813,-99.44,1118.49,1288.28,134.9,-45.0
18.7335,101.7,944.43,949.84,134.9,-45.0
18.7857,-97.6,952.89,803.19,134.9,-45.0
19.1649,118.61,1017.73,473.71,134.9,-45.0
19.2167,117.76,936.71,423.81,134.9,-45.0
19.2686,106.71,1046.56,393.58,134.9,-45.0
19.3204,100.92,958.79,348.68,134.9,-45.0
19.699,114.02,874.0,276.08,134.9,-45.0
19.7508,102.68,858.75,294.81,134.9,-45.0
19.8027,108.39,776.02,257.4,134.9,-45.0
