times,winds,temps,intensity,angle1,angle2
18.4552,-9.62,1005.45,1183.42,102.6,-0.0
18.9937,-6.75,959.88,297.55,102.6,-0.0
19.5321,10.94,874.45,213.49,102.6,-0.0
20.0705,-3.76,860.0,215.23,102.6,-0.0
20.609,6.68,806.74,244.57,102.6,-0.0
21.1474,-7.83,967.08,364.68,102.6,-0.0
21.6859,10.12,860.67,431.95,102.6,-0.0
22.2243,5.8,1046.67,548.49,102.6,-0.0
22.7629,10.67,844.87,678.32,102.6,-0.0
23.3013,7.01,945.94,656.83,102.6,-0.0
23.8398,2.25,800.84,480.9,102.6,-0.0
24.3782,-7.75,976.66,474.59,102.6,-0.0
24.9166,9.17,877.07,386.29,102.6,-0.0
25.4551,-8.34,934.0,432.78,102.6,-0.0
25.9936,-2.4,816.46,388.26,102.6,-0.0
18.3498,0.63,1034.81,1354.57,12.7,-50.2
18.8354,-2.49,1002.66,362.0,12.7,-50.2
19.3739,18.13,944.9,169.98,12.7,-50.2
19.9123,24.12,859.73,138.07,12.7,-50.2
20.4507,-4.78,876.85,148.63,12.7,-50.2
20.9891,-0.76,1100.13,282.37,12.7,-50.2
21.5276,7.4,974.25,378.91,12.7,-50.2
22.0661,-1.29,1035.36,469.71,12.7,-50.2
22.6045,-7.07,1028.61,623.51,12.7,-50.2
23.143,-1.07,988.07,619.35,12.7,-50.2
23.6815,-4.71,918.6,415.94,12.7,-50.2
24.2199,6.36,912.88,457.75,12.7,-50.2
24.7584,2.09,855.69,282.15,12.7,-50.2
25.2968,0.75,870.67,294.13,12.7,-50.2
25.8353,-4.66,910.89,293.95,12.7,-50.2
18.4026,-4.77,1052.79,1076.29,102.6,50.2
18.9411,4.57,920.3,291.63,102.6,50.2
19.4796,22.65,751.68,151.9,102.6,50.2
20.018,16.29,912.06,156.32,102.6,50.2
20.5564,-5.14,711.18,161.93,102.6,50.2
21.0948,1.89,1089.85,273.67,102.6,50.2
21.6334,9.67,909.65,359.14,102.6,50.2
22.1718,7.22,931.75,455.91,102.6,50.2
22.7102,7.93,953.13,624.35,102.6,50.2
23.2487,-1.48,890.13,555.01,102.6,50.2
23.7872,12.51,930.54,389.63,102.6,50.2
24.3256,12.0,862.9,404.57,102.6,50.2
24.8641,7.5,1028.4,317.66,102.6,50.2
25.4026,-18.28,832.11,328.09,102.6,50.2
25.941,-5.42,792.51,291.81,102.6,50.2
18.5079,-4.99,1002.78,867.6,45.0,-45.0
19.0464,11.94,1042.77,245.98,45.0,-45.0
19.5848,-11.17,670.06,159.09,45.0,-45.0
20.1232,9.59,784.35,162.5,45.0,-45.0
20.6617,28.11,869.71,214.76,45.0,-45.0
21.2001,-23.07,1053.57,304.97,45.0,-45.0
21.7386,-0.03,1039.08,468.85,45.0,-45.0
22.277,1.62,904.96,460.34,45.0,-45.0
22.8155,4.78,1032.93,615.37,45.0,-45.0
23.354,6.06,919.34,533.37,45.0,-45.0
23.8925,14.96,991.76,385.25,45.0,-45.0
