times,winds,temps,intensity,angle1,angle2
18.4705,-16.97,854.84,1158.55,102.6,0.0
19.0084,-17.34,719.69,381.58,102.6,0.0
19.5466,-11.88,602.59,221.75,102.6,0.0
20.0843,-7.52,620.36,213.87,102.6,0.0
20.6222,-6.63,845.89,257.42,102.6,0.0
21.1601,-0.1,601.8,610.62,102.6,0.0
21.6981,-3.04,903.55,945.84,102.6,0.0
22.2361,5.37,839.12,1093.31,102.6,0.0
22.7741,4.16,882.41,924.48,102.6,0.0
23.3121,4.89,799.35,724.83,102.6,0.0
23.85,10.92,791.91,713.71,102.6,0.0
24.3881,-6.73,769.02,586.73,102.6,0.0
24.9262,-15.11,770.17,416.01,102.6,0.0
25.4642,6.49,718.82,392.3,102.6,0.0
26.0024,9.8,718.28,325.89,102.6,0.0
26.5402,-7.19,680.21,309.3,102.6,0.0
27.0781,6.28,677.1,282.73,102.6,0.0
27.6162,10.46,766.46,238.86,102.6,0.0
28.1541,10.62,700.33,213.9,102.6,0.0
28.6921,-10.19,702.3,165.53,102.6,0.0
29.2301,-1.38,765.43,209.22,102.6,0.0
18.3651,40.52,899.7,1943.3,12.8,-50.2
18.8505,45.29,905.36,979.1,12.8,-50.2
19.3883,38.1,886.88,741.68,12.8,-50.2
19.9262,9.96,744.23,688.93,12.8,-50.2
20.464,-10.06,797.18,905.4,12.8,-50.2
21.0022,-11.85,847.77,1144.11,12.8,-50.2
21.5399,-7.0,815.32,1561.28,12.8,-50.2
22.0779,-9.37,855.16,1709.47,12.8,-50.2
22.6159,5.92,914.15,1570.51,12.8,-50.2
23.154,9.0,747.39,1129.49,12.8,-50.2
23.6919,6.16,754.26,1066.58,12.8,-50.2
24.2299,13.89,726.57,966.02,12.8,-50.2
24.768,11.63,761.39,717.64,12.8,-50.2
25.306,10.28,746.9,567.4,12.8,-50.2
25.8441,10.09,812.89,527.6,12.8,-50.2
26.382,8.27,754.26,569.3,12.8,-50.2
26.9202,3.42,758.19,523.76,12.8,-50.2
27.458,-7.25,694.04,367.87,12.8,-50.2
27.996,-26.58,811.91,263.8,12.8,-50.2
28.534,0.39,656.77,211.62,12.8,-50.2
29.0719,-16.89,821.41,258.01,12.8,-50.2
29.6099,-28.33,784.57,505.87,12.8,-50.2
18.418,28.69,922.56,1198.06,102.6,50.2
18.9559,22.02,819.64,522.75,102.6,50.2
19.4941,51.29,635.27,317.12,102.6,50.2
20.0318,36.3,658.79,294.69,102.6,50.2
20.5697,18.57,404.28,322.97,102.6,50.2
21.1076,49.66,769.53,926.75,102.6,50.2
21.6456,50.34,763.09,1176.68,102.6,50.2
22.1836,51.47,780.75,1395.18,102.6,50.2
22.7216,57.25,770.7,1157.08,102.6,50.2
23.2596,63.17,746.11,883.73,102.6,50.2
23.7975,59.71,813.36,840.72,102.6,50.2
24.3355,64.95,737.44,726.31,102.6,50.2
24.8737,71.3,810.77,587.52,102.6,50.2
25.4117,63.69,704.63,468.47,102.6,50.2
25.9497,60.1,694.7,366.99,102.6,50.2
26.4877,55.96,711.47,338.89,102.6,50.2
27.0256,55.69,801.01,332.16,102.6,50.2
27.5636,50.67,738.54,271.07,102.6,50.2
28.1016,48.85,700.79,248.76,102.6,50.2
28.6396,27.1,729.58,243.57,102.6,50.2
29.1776,1.32,809.67,266.63,102.6,50.2
29.7156,-26.33,758.02,2434.33,102.6,50.2
18.5232,2.78,913.38,1566.14,45.0,-45.0
19.0611,2.41,808.23,682.53,45.0,-45.0
19.5991,-14.47,739.31,532.83,45.0,-45.0
20.137,-46.32,758.26,586.96,45.0,-45.0
20.6748,-42.87,550.06,572.68,45.0,-45.0
21.2128,-37.82,903.32,1012.21,45.0,-45.0
21.7507,-36.53,810.59,1296.54,45.0,-45.0
22.2888,-31.11,755.74,1419.15,45.0,-45.0
22.8267,-32.85,737.76,1089.45,45.0,-45.0
23.3648,-29.62,900.35,1172.37,45.0,-45.0
23.9027,-26.01,754.09,970.79,45.0,-45.0
24.4407,-23.91,752.57,845.96,45.0,-45.0
24.9788,-17.99,719.49,585.13,45.0,-45.0
25.5169,-42.67,750.18,498.26,45.0,-45.0
26.0549,-26.02,818.85,517.32,45.0,-45.0
26.5929,-27.87,756.84,446.8,45.0,-45.0
27.1308,-28.31,775.08,403.69,45.0,-45.0
27.6688,-30.74,731.01,340.74,45.0,-45.0
28.2068,-49.57,691.37,263.45,45.0,-45.0
28.7448,-18.65,739.12,251.33,45.0,-45.0
29.2827,-38.85,758.79,244.25,45.0,-45.0
18.5757,-38.0,985.88,1552.78,90.0,-45.0
19.1136,-57.42,750.11,459.34,90.0,-45.0
19.6516,-80.46,693.03,287.69,90.0,-45.0
20.1895,-91.9,576.04,291.94,90.0,-45.0
20.7273,-77.33,627.33,282.76,90.0,-45.0
21.2653,-55.87,768.7,705.46,90.0,-45.0
21.8032,-51.01,782.57,914.64,90.0,-45.0
22.3413,-54.5,780.92,1235.52,90.0,-45.0
22.8792,-47.8,814.32,1136.52,90.0,-45.0
23.4175,-50.21,774.57,1066.34,90.0,-45.0
23.9552,-55.13,735.2,890.41,90.0,-45.0
24.4933,-53.66,745.47,761.94,90.0,-45.0
25.0314,-46.59,711.4,557.69,90.0,-45.0
25.5694,-57.65,797.63,553.58,90.0,-45.0
26.1074,-54.53,759.17,517.21,90.0,-45.0
26.6454,-45.08,706.77,395.43,90.0,-45.0
27.1833,-46.6,838.0,410.81,90.0,-45.0
27.7213,-42.47,661.12,302.82,90.0,-45.0
28.2593,-44.0,784.05,283.98,90.0,-45.0
28.7973,-43.38,697.86,254.04,90.0,-45.0
29.3353,-15.38,818.85,268.28,90.0,-45.0
18.6282,-77.29,845.71,1196.87,135.0,-45.0
18.6804,-81.3,849.51,1074.09,135.0,-45.0
18.7325,-81.79,905.39,956.52,135.0,-45.0
18.7849,-72.24,917.38,867.77,135.0,-45.0
19.1661,-88.86,764.36,397.82,135.0,-45.0
19.2183,-80.04,708.19,385.06,135.0,-45.0
19.2705,-87.59,707.61,329.48,135.0,-45.0
19.3227,102.92,660.05,312.1,135.0,-45.0
19.7041,-94.09,526.62,186.99,135.0,-45.0
19.7563,104.37,599.59,196.86,135.0,-45.0
19.8085,105.01,567.14,188.09,135.0,-45.0
19.8607,113.14,536.15,169.73,135.0,-45.0
20.242,-85.55,424.03,119.25,135.0,-45.0
20.2942,-38.6,682.19,127.49,135.0,-45.0
20.3464,126.42,515.35,144.13,135.0,-45.0
20.3986,-95.92,403.41,135.34,135.0,-45.0
20.7798,-62.2,288.68,158.43,135.0,-45.0
20.832,115.73,608.12,227.28,135.0,-45.0
20.8842,110.98,260.57,181.86,135.0,-45.0
20.9366,-62.02,513.86,271.19,135.0,-45.0
21.3178,-37.21,675.2,575.48,135.0,-45.0
21.37,-40.31,794.35,655.57,135.0,-45.0
21.4222,-41.54,635.81,625.67,135.0,-45.0
21.4744,-41.73,840.72,724.07,135.0,-45.0
21.8557,-50.2,807.38,805.57,135.0,-45.0
21.9079,-47.18,825.56,854.73,135.0,-45.0
21.9602,-47.75,773.27,873.84,135.0,-45.0
22.0123,-40.87,792.38,945.18,135.0,-45.0
22.3938,-34.58,748.43,1108.71,135.0,-45.0
22.446,-40.49,754.13,1146.06,135.0,-45.0
22.4982,-37.22,794.34,1223.18,135.0,-45.0
22.5504,-42.96,949.1,1268.47,135.0,-45.0
22.9317,-40.05,835.61,1016.45,135.0,-45.0
22.9839,-49.64,758.47,945.32,135.0,-45.0
23.0362,-38.55,757.26,914.84,135.0,-45.0
23.0883,-48.98,787.38,909.11,135.0,-45.0
23.4698,-56.58,866.9,949.42,135.0,-45.0
23.5221,-57.31,810.17,920.88,135.0,-45.0
23.5742,-63.94,878.36,947.71,135.0,-45.0
23.6263,-60.0,820.27,906.33,135.0,-45.0
24.0077,-47.47,759.15,814.35,135.0,-45.0
24.0599,-59.01,786.3,800.83,135.0,-45.0
24.1121,-56.09,747.89,873.12,135.0,-45.0
24.1643,-57.93,751.61,768.1,135.0,-45.0
24.5458,-59.04,789.87,672.77,135.0,-45.0
