18.2	   -4.82     4.28     -13.85     7.14       1.31     0.91     891.62    12.27     667.71     3.69     630.00     2190
18.9	  -16.07     7.63      -5.04     0.65     -19.95     2.26     743.63     7.42     577.58     1.97     630.00     1938
19.4	   -5.41     6.02      58.13     3.55     -51.36     1.08     796.42     8.69     703.90     2.75     630.00     1938
19.9	   -3.04     6.70      62.07     5.11     -34.94     4.80     796.26    12.33     733.07     4.28     630.00     1938
20.5	  -26.12     5.90      75.72     4.37      -6.24     4.07     801.38    10.65     874.37     4.47     630.00     1938
21.0	    8.63     7.89     138.61     1.40     -40.70     0.36     800.88    10.87     904.96     4.67     630.00     1938
21.5	  -23.26    12.60      96.91     0.63       0.76    11.38     749.25    11.62     839.58     4.80     630.00     1938
22.1	    0.27    11.24     119.78     5.77       0.63    12.98     773.02    15.32     743.01     5.60     630.00     1939
22.6	  -30.54    10.29      43.01     6.11       4.43     8.98     779.07    12.24     888.97     5.25     630.00     1938
23.2	   24.89     9.47     152.15     1.14     -12.81     5.66     777.82     9.82     917.84     4.37     630.00     1938
23.7	  -12.65     8.41     102.34     2.37      25.59     2.13     766.85    12.14     716.57     4.23     630.00     1938
24.2	   13.47    11.87     108.65     2.72     -17.76     1.01     762.77    16.52     579.59     4.67     630.00     1938
24.8	   -4.92    15.83      91.07     2.09       9.95     0.48     791.04    18.74     514.87     4.72     630.00     1938
25.3	  -18.74    19.30      62.05     2.56      40.62     3.64     749.69    21.17     468.82     4.92     630.00     1938
25.9	   -6.74    21.40      40.97     1.45       4.18     1.21     745.71    24.56     404.27     4.97     630.00     1938
26.4	   13.60    32.76      70.65     9.68     -50.59     1.48     740.22    32.43     292.06     4.80     630.00     1938
26.9	   30.54    44.28      95.69     3.81     -30.42     7.86     680.54    44.04     218.84     5.12     630.00     1938
27.5	   29.81    54.93      86.31     5.08     -32.10     6.20     668.02    58.57     169.92     5.33     630.00     1938
28.0	  -19.64    59.06      41.32    11.02      15.36    11.68     559.73    66.41     129.10     5.02     630.00     1938
28.5	  -26.41    73.28      28.45    25.27      50.13     2.76     472.65    84.12      91.48     4.71     630.00     1938
29.1	  -21.05    61.39      48.27    36.53      44.87     3.18     574.02    70.51     121.04     5.12     630.00     1938
29.6	 2276.17   868.22   -1731.07   636.11    2333.74   905.37     665.54    25.29     955.67    15.47     630.00      620
