18.2	  138.47     1.26     175.44    13.11     -31.97     6.92     674.59     1.79        nan      nan     630.00     2192
18.8	  124.23    12.93     127.37    12.83     -64.61     4.01     938.45     6.35     512.11     1.80     630.00     1938
19.3	  -42.94    13.34     -36.45     9.20     -71.13     7.96     700.22     8.17     773.69     2.98     630.00     1938
19.9	  -94.51    22.73     -94.14     7.66      89.23     6.17     712.78    26.36     445.68     6.13     630.00     1938
20.4	 -120.90    23.09     -96.80     8.15      -7.60     3.63     728.17    29.22     461.68     6.95     630.00     1939
21.0	  -97.18    21.23     -77.48     2.67      36.58     0.82     716.26    24.85     643.74     8.32     630.00     1939
21.5	  -55.44     6.27     -39.95    10.23      40.45     2.53     786.81    12.01    1209.89     7.12     630.00     1939
22.0	   53.87    11.10      86.37     3.75     -67.45     3.89     828.75     4.92    1869.89     4.02     630.00     1939
22.6	   53.44    25.83      86.71    21.76     -22.26     3.30     823.78     5.25    1569.60     3.65     630.00     1939
23.1	   26.65    50.74       7.27    38.83      -6.08     0.99        nan      nan    1174.48     7.15     630.00     1939
23.6	  120.70    77.43     128.94    65.11     -11.59    21.81     718.86    15.34     854.16     6.74     630.00     1940
24.2	   20.55    86.13     103.43    60.86    -140.70    15.12     660.29    25.40     500.73     7.07     630.00     1940
24.7	   41.22   106.09       8.65    25.57       0.70     5.60     511.05    53.03     177.21     6.13     630.00     1940
25.3	  158.00    67.44     198.84    57.96     -90.25    76.78     263.42   102.41      92.63     5.46     630.00     1940
25.8	 -270.35   116.49    -487.74   481.53      -4.70    47.65        nan      nan        nan      nan     630.00     1940
26.3	  -45.41    83.01      17.07    19.93      46.16    32.35     441.16    43.39     162.98     4.55     630.00     1939
26.9	   66.37    30.89     215.72    64.00     133.57    29.55     630.07    31.10     163.73     2.71     630.00     1938
27.4	  169.88    21.96     407.21    27.13     217.33     9.19     442.85    28.64      84.08     1.58     630.00     1938
28.0	  200.14    54.09     330.83   254.92    -131.06    28.13     405.15    32.54      90.65     1.94     630.00     1938
28.5	 -280.31    29.88    -322.82    58.14    -123.40    36.28     368.99    27.09      42.77     0.50     630.00     1938
29.0	  233.72    15.06      95.31    21.77    -523.70    18.40     589.78    11.18     152.18     1.04     630.00     1938
29.6	 1198.87    16.18   -10675.48   151.40    -381.33     5.13     660.84    13.46     681.24     4.80     630.00      429
